id,funded_amount,loan_amount,activity,sector,use,country_code,country,region,currency,partner_id,posted_time,disbursed_time,funded_time,term_in_months,lender_count,tags,repayment_interval,date,gender
671962,525.0,525.0,Rickshaw,Transportation,to buy new tires for her husband's vehicle. ,PK,Pakistan,Sialkot,PKR,245.0,2014-02-18 11:50:30+00:00,2014-02-11 08:00:00+00:00,2014-02-27 19:04:52+00:00,14.0,20,"#Interesting Photo, #Parent",monthly,2014-02-18,female
927004,225.0,575.0,General Store,Retail,"to buy large quantities of grocery items like rice, canned goods, coffee, eggs, instant noodles, and beverages.",IN,India,"Jeypore, Odisha",INR,241.0,2015-08-03 06:42:13+00:00,2015-07-27 07:00:00+00:00,,43.0,8,"#Parent, user_favorite",bullet,2015-08-03,female
1100954,750.0,750.0,Farming,Agriculture,To pay for labor fees which she expects to improve her crop yield. ,KH,Cambodia,"Siem Reap Province, Srey Snom district",KHR,204.0,2016-06-17 02:17:07+00:00,2016-05-18 07:00:00+00:00,2016-07-17 20:41:16+00:00,20.0,23,"#Job Creator, #Parent, #Repeat Borrower, #Vegan, #Woman Owned Biz, user_favorite",monthly,2016-06-17,female
697602,525.0,525.0,Rickshaw,Transportation,to buy new tires and some tools.,PK,Pakistan,Lahore,PKR,245.0,2014-04-14 11:22:31+00:00,2014-04-09 07:00:00+00:00,2014-04-21 13:10:37+00:00,14.0,21,,monthly,2014-04-14,female
812134,300.0,300.0,Personal Housing Expenses,Housing,"to build a proper latrine, for using by her family.",KH,Cambodia,"Kampong Speu province, Samrong Torng district",KHR,204.0,2014-12-09 03:48:57+00:00,2014-11-25 08:00:00+00:00,2014-12-14 20:15:22+00:00,14.0,7,,monthly,2014-12-09,female
1305550,625.0,625.0,Personal Housing Expenses,Housing,to purchase soil to fill around her house to avoid flooding.,KH,Cambodia,Kampong Cham Province,KHR,9.0,2017-05-24 09:40:58+00:00,2017-05-03 07:00:00+00:00,2017-06-14 03:36:14+00:00,19.0,19,"#Parent, #Repair Renew Replace",monthly,2017-05-24,female
1222025,300.0,300.0,Personal Housing Expenses,Housing,to access a basic sanitation facility by building a toilet at home.,IN,India,Trichy city,INR,428.0,2017-01-18 08:49:32+00:00,2016-12-22 08:00:00+00:00,2017-01-19 16:47:27+00:00,20.0,11,"#Eco-friendly, #Elderly, #Health and Sanitation, user_favorite, user_favorite",monthly,2017-01-18,female
1000272,500.0,500.0,Bricks,Construction,buy raw materials for making adobe bricks and tiles,SV,El Salvador,Ciudad Barrios,USD,199.0,2015-12-24 16:52:11+00:00,2015-12-16 08:00:00+00:00,2015-12-27 00:12:49+00:00,14.0,15,"user_favorite, user_favorite",monthly,2015-12-24,male
676137,775.0,775.0,Personal Housing Expenses,Housing,to buy a piece of land keeping for constructing a home later when she saves enough money.,KH,Cambodia,Kampong Cham,KHR,106.0,2014-02-25 08:57:46+00:00,2014-02-05 08:00:00+00:00,2014-02-28 20:06:32+00:00,20.0,21,user_favorite,monthly,2014-02-25,female
842825,250.0,250.0,Sewing,Services,"to purchase goods such as needles, threads, pieces of cloth, machine oil, etc.for her sewing business.",PK,Pakistan,Rawalpindi,PKR,247.0,2015-02-18 09:18:22+00:00,2015-02-12 08:00:00+00:00,2015-02-22 15:44:43+00:00,12.0,10,,irregular,2015-02-18,female
931286,775.0,775.0,Weaving,Arts,"to expand her weaving business and sell zero muka phanek, one-ply phanek, (sarongs) etc.",IN,India,Thoubal,INR,428.0,2015-08-12 10:35:02+00:00,2015-07-18 07:00:00+00:00,2015-08-18 04:59:35+00:00,13.0,31,"#Fabrics, #Woman Owned Biz, #Parent, user_favorite",monthly,2015-08-12,female
1095637,200.0,200.0,Transportation,Transportation,to buy donkey cart for her husband's goods-loading business.,PK,Pakistan,Multan,PKR,247.0,2016-06-06 14:07:02+00:00,2016-05-23 07:00:00+00:00,2016-06-21 16:30:14+00:00,14.0,8,"#Biz Durable Asset, #First Loan, #Parent",monthly,2016-06-06,female
653166,600.0,600.0,Cattle,Agriculture,To buy a calf to raise. ,KH,Cambodia,Phnom Penh,USD,61.0,2014-01-02 06:18:15+00:00,2013-12-06 08:00:00+00:00,2014-01-02 15:12:10+00:00,22.0,22,,monthly,2014-01-02,female
925349,100.0,900.0,Farming,Agriculture,"to buy fertilizer, seeds, herbicides and insecticides. He will clear the soil of weeds and give his crops good development. ",SV,El Salvador,,USD,167.0,2015-07-29 20:55:09+00:00,2015-07-03 07:00:00+00:00,,11.0,3,#Repeat Borrower,bullet,2015-07-29,male
817429,450.0,450.0,Embroidery,Arts,"to buy spools of threads in various colors along with packs of beads, sequins and stone  embellishments.",PK,Pakistan,Lahore,PKR,245.0,2014-12-18 11:56:13+00:00,2014-11-25 08:00:00+00:00,2014-12-24 06:26:14+00:00,14.0,13,,monthly,2014-12-18,female
732737,300.0,300.0,Agriculture,Agriculture,plant one hectare of corn and to care for his crops.,SV,El Salvador,San Miguel,USD,199.0,2014-06-30 21:05:26+00:00,2014-06-23 07:00:00+00:00,2014-07-11 17:41:32+00:00,12.0,7,,bullet,2014-06-30,male
1256992,400.0,400.0,Motorcycle Transport,Transportation,to fix moto rickshaw's body and engine for her husband's transportation services. ,PK,Pakistan,Lahore,PKR,247.0,2017-03-14 10:10:43+00:00,2017-02-24 08:00:00+00:00,2017-04-16 05:53:18+00:00,12.0,14,"#Repair Renew Replace, #Parent, user_favorite",irregular,2017-03-14,female
1117421,300.0,300.0,Tailoring,Services,"to purchase raw material including cloth, colorful threads, needles, buttons and laces for cloth stitching.",PK,Pakistan,Gujranwala,PKR,455.0,2016-07-16 11:55:41+00:00,2016-06-29 07:00:00+00:00,2016-08-24 12:24:34+00:00,14.0,11,"#Fabrics, #Woman Owned Biz, user_favorite",monthly,2016-07-16,female
1175832,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Battambang,KHR,311.0,2016-10-27 07:35:32+00:00,2016-10-21 07:00:00+00:00,2016-11-18 23:11:16+00:00,8.0,5,"#Technology, #Health and Sanitation, #Eco-friendly",monthly,2016-10-27,male
1034214,175.0,175.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-03-07 03:37:36+00:00,2016-02-27 08:00:00+00:00,2016-03-26 15:37:13+00:00,8.0,6,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-03-07,female
841566,500.0,500.0,General Store,Retail,to open a small convenience store.,SV,El Salvador,Sensuntepeque,USD,199.0,2015-02-16 15:11:41+00:00,2015-02-05 08:00:00+00:00,2015-03-01 23:14:26+00:00,17.0,20,,monthly,2015-02-16,female
1212614,400.0,400.0,Tailoring,Services,to buy a greater variety of cloth in various colors and designs to meet customer demand.,PK,Pakistan,Lahore,PKR,245.0,2016-12-29 08:42:06+00:00,2016-12-06 08:00:00+00:00,2017-01-21 19:52:04+00:00,14.0,14,"#Woman Owned Biz, #Woman Owned Biz, #Fabrics",monthly,2016-12-29,female
907141,300.0,300.0,Home Appliances,Personal Use,to buy a new latrine.,KH,Cambodia,"Kampong Thom Province, Stoeng Sen District",KHR,204.0,2015-06-24 07:56:44+00:00,2015-05-25 07:00:00+00:00,2015-06-27 20:55:44+00:00,14.0,5,"user_favorite, #Parent, #Health and Sanitation",monthly,2015-06-24,female
1069364,400.0,400.0,Taxi,Transportation,to repair her son's taxi.,PK,Pakistan,Rawalpindi,PKR,247.0,2016-05-16 04:56:35+00:00,2016-05-11 07:00:00+00:00,2016-05-22 23:09:04+00:00,14.0,13,"#Repair Renew Replace, #Parent",monthly,2016-05-16,female
1101259,450.0,450.0,Transportation,Transportation,to buy a new engine for the van to provide better facilities to his customers,PK,Pakistan,Abbottabad,PKR,245.0,2016-06-17 09:23:47+00:00,2016-06-10 07:00:00+00:00,2016-06-27 18:34:51+00:00,14.0,17,,monthly,2016-06-17,female
787308,400.0,400.0,Tailoring,Services,"to purchase a new sewing machine, thread, and laces to meet with customers’ orders on time.",PK,Pakistan,Lahore,PKR,245.0,2014-10-22 11:46:15+00:00,2014-10-20 07:00:00+00:00,2014-10-28 01:36:11+00:00,14.0,11,,monthly,2014-10-22,female
1180484,150.0,150.0,Cattle,Agriculture,"to purchase a calf, with the objective of raising it and then selling it at a good price.",SV,El Salvador,Usulután,USD,199.0,2016-11-04 16:34:46+00:00,2016-10-06 07:00:00+00:00,2016-11-08 17:09:19+00:00,14.0,1,#Animals,bullet,2016-11-04,male
941203,125.0,700.0,Livestock,Agriculture,buy a stud bull,SV,El Salvador,,USD,81.0,2015-08-31 22:44:13+00:00,2015-08-26 07:00:00+00:00,,14.0,5,"#Animals, #Parent",bullet,2015-08-31,male
1131689,700.0,700.0,Farming,Agriculture,To pay for fertilizer and the labor fee to support her rice farm.,KH,Cambodia,"Battambang province, Thmor Koul district",KHR,204.0,2016-08-11 03:50:41+00:00,2016-07-14 07:00:00+00:00,2016-08-30 19:25:27+00:00,19.0,28,"#First Loan, #Job Creator, #Parent, #Woman Owned Biz",monthly,2016-08-11,female
833163,325.0,325.0,Agriculture,Agriculture,to employ a number of people to help him harvest his corn and to pay for a corn-shelling machine. ,SV,El Salvador,San Miguel,USD,199.0,2015-01-27 22:45:09+00:00,2015-01-20 08:00:00+00:00,2015-01-30 18:38:58+00:00,5.0,4,,bullet,2015-01-27,male
1255009,450.0,450.0,General Store,Retail,"to procure new stock for her store such as flour, snacks, beverages and vegetable oil.",PK,Pakistan,Gujranwala,PKR,455.0,2017-03-11 11:05:25+00:00,2017-02-20 08:00:00+00:00,2017-04-13 15:49:20+00:00,14.0,8,"user_favorite, #Parent, #Woman Owned Biz",monthly,2017-03-11,female
1223023,225.0,225.0,Clothing Sales,Clothing,to expand her sari business by stocking up on different types of saris.,IN,India,Chandkheda,INR,428.0,2017-01-19 10:51:30+00:00,2016-12-26 08:00:00+00:00,2017-01-21 00:09:47+00:00,14.0,5,,monthly,2017-01-19,female
971772,800.0,800.0,Livestock,Agriculture,to buy three calves. ,SV,El Salvador,El Transito,USD,199.0,2015-10-30 20:30:05+00:00,2015-10-15 07:00:00+00:00,2015-11-14 22:39:06+00:00,14.0,23,"#Parent, #Widowed, #Single Parent, #Animals, #Woman Owned Biz",monthly,2015-10-30,female
781457,450.0,450.0,Retail,Retail,"to purchase rice, beans, candy, plantains, yuca, etc.",SV,El Salvador,,USD,81.0,2014-10-10 17:58:18+00:00,2014-09-30 07:00:00+00:00,2014-11-20 15:45:44+00:00,14.0,12,"#Woman Owned Biz, #Parent",monthly,2014-10-10,female
793842,500.0,500.0,Personal Housing Expenses,Housing,to invest in metal sheeting and nails to replace the roof of her home and patio.,SV,El Salvador,,USD,81.0,2014-11-04 16:45:29+00:00,2014-10-21 07:00:00+00:00,2014-12-17 21:15:39+00:00,17.0,18,"#Single Parent, user_favorite",monthly,2014-11-04,female
1049408,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-04-05 04:55:17+00:00,2016-03-28 07:00:00+00:00,2016-04-20 10:24:14+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-04-05,female
751626,625.0,625.0,Home Energy,Personal Use,to buy a solar energy home system,KH,Cambodia,Prey Veng,KHR,106.0,2014-08-08 09:40:11+00:00,2014-08-06 07:00:00+00:00,2014-08-17 09:12:56+00:00,14.0,18,"user_favorite, user_favorite, #Eco-friendly, #Parent, #Supporting Family",monthly,2014-08-08,male
720199,400.0,400.0,Agriculture,Agriculture,"to buy 6 bags of fertilizer, a liter of foliar, 2 bags of sulfate and other supplies that she also needs to grow corn",SV,El Salvador,Ciudad El Triunfo,USD,199.0,2014-06-04 15:11:32+00:00,2014-05-28 07:00:00+00:00,2014-06-15 16:07:10+00:00,15.0,10,,monthly,2014-06-04,female
1227336,400.0,400.0,Cattle,Agriculture, to purchase more cattle for reselling in the market,PK,Pakistan,Oghi,PKR,245.0,2017-01-26 06:54:12+00:00,2017-01-20 08:00:00+00:00,2017-03-01 19:31:05+00:00,14.0,16,"#Parent, #Animals",monthly,2017-01-26,female
755654,750.0,750.0,Vehicle,Personal Use,to buy a proper motorbike. ,KH,Cambodia,"Kandal province, Sa Ang district",KHR,204.0,2014-08-18 07:51:27+00:00,2014-07-18 07:00:00+00:00,2014-10-06 02:21:15+00:00,14.0,22,"#Biz Durable Asset, #Repeat Borrower",monthly,2014-08-18,female
1009211,225.0,225.0,Shoe Sales,Retail,to purchase additional stocks of footwear in bulk,IN,India,"Jaipatna,Odisha",INR,241.0,2016-01-16 06:52:22+00:00,2016-01-07 08:00:00+00:00,2016-01-19 19:47:58+00:00,43.0,6,,bullet,2016-01-16,female
1248628,300.0,300.0,Personal Housing Expenses,Housing,to build a toilet so that her family can have basic sanitation facilities.,IN,India,Kendrapara,INR,428.0,2017-03-01 09:40:05+00:00,2017-02-12 08:00:00+00:00,2017-03-07 00:02:07+00:00,14.0,9,user_favorite,monthly,2017-03-01,female
795026,300.0,300.0,Personal Housing Expenses,Housing,"to invest in sheet metal, wood, and nails to rebuild her home.",SV,El Salvador,,USD,81.0,2014-11-06 15:28:48+00:00,2014-10-23 07:00:00+00:00,2014-11-22 14:52:25+00:00,14.0,11,"#Single Parent, user_favorite",monthly,2014-11-06,female
1195003,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-11-29 03:26:08+00:00,2016-11-21 08:00:00+00:00,2016-12-18 02:15:40+00:00,8.0,7,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2016-11-29,female
848561,500.0,500.0,Construction,Construction,to maintain his surveying work team so he can carry out the projects assigned to him,SV,El Salvador,,USD,167.0,2015-02-28 15:06:12+00:00,2015-02-03 08:00:00+00:00,2015-03-24 22:07:18+00:00,14.0,19,#Parent,monthly,2015-02-28,male
710210,825.0,825.0,Food,Food,"to buy flour, corn, chicken, bananas, oil, propane gas, firewood, potatoes, animal feed (for the pigs and poultry)",SV,El Salvador,"Corinto, Morazan",USD,167.0,2014-05-14 22:01:53+00:00,2014-04-30 07:00:00+00:00,2014-06-11 00:07:23+00:00,14.0,26,"#Repeat Borrower, #Supporting Family, #Woman Owned Biz",monthly,2014-05-14,female
1019658,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.	,KH,Cambodia,Battambang,KHR,311.0,2016-02-09 02:01:18+00:00,2016-01-23 08:00:00+00:00,2016-02-10 20:16:47+00:00,8.0,8,,monthly,2016-02-09,female
1144971,300.0,300.0,Rickshaw,Transportation,to purchase spare parts and repair her rickshaw.,PK,Pakistan,Gujranwala,PKR,455.0,2016-09-03 11:33:44+00:00,2016-08-06 07:00:00+00:00,2016-09-19 04:02:47+00:00,14.0,7,,monthly,2016-09-03,female
1283059,125.0,125.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Siem Reap,KHR,311.0,2017-04-21 06:11:05+00:00,2017-04-06 07:00:00+00:00,2017-04-21 15:56:21+00:00,8.0,5,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-04-21,female
1045180,350.0,350.0,Retail,Retail,"to buy decorated cups, candy, toys, and other products to supply her clients' demands.",SV,El Salvador,,USD,167.0,2016-03-28 21:53:41+00:00,2016-03-02 08:00:00+00:00,2016-04-03 13:16:03+00:00,8.0,5,"user_favorite, #Parent, #Repeat Borrower, #Single Parent, #Woman Owned Biz",monthly,2016-03-28,female
1141595,125.0,125.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Kompong Thom,KHR,311.0,2016-08-29 08:26:18+00:00,2016-08-26 07:00:00+00:00,2016-08-31 20:37:49+00:00,8.0,4,"#Technology, #Health and Sanitation, #Eco-friendly, user_favorite",monthly,2016-08-29,female
1243003,200.0,200.0,Home Appliances,Personal Use,to buy a water filter to provide safe drinking water for her family.,KH,Cambodia,Pursat,KHR,311.0,2017-02-21 07:29:45+00:00,2017-02-04 08:00:00+00:00,2017-03-08 22:44:56+00:00,8.0,6,"#Eco-friendly, #Health and Sanitation, #Technology",monthly,2017-02-21,female
816616,500.0,500.0,Animal Sales,Agriculture,to purchase more animals to inflate her sales.,PK,Pakistan,Vehari,PKR,245.0,2014-12-17 11:59:25+00:00,2014-12-10 08:00:00+00:00,2014-12-27 12:12:48+00:00,14.0,18,,monthly,2014-12-17,female
1236040,500.0,500.0,Animal Sales,Agriculture, to purchase more cattle for reselling in the market,PK,Pakistan,Haripur,PKR,245.0,2017-02-10 11:54:24+00:00,2017-02-07 08:00:00+00:00,2017-03-08 20:43:25+00:00,14.0,16,"#Elderly, #Animals",monthly,2017-02-10,female
822661,500.0,500.0,Food Production/Sales,Food,to buy sorbets in bulk that he can sell.,SV,El Salvador,Ciudad Barrios,USD,199.0,2014-12-30 19:25:59+00:00,2014-12-17 08:00:00+00:00,2015-01-17 19:59:54+00:00,14.0,8,"#Parent, user_favorite, user_favorite",monthly,2014-12-30,male
787342,200.0,200.0,Farming,Agriculture,To purchase necessary agricultural supplies to cultivate potatoes.,IN,India,Maynaguri,INR,334.0,2014-10-22 12:14:02+00:00,2014-09-25 07:00:00+00:00,2014-10-28 05:20:42+00:00,43.0,8,,bullet,2014-10-22,female
791757,400.0,400.0,Cloth & Dressmaking Supplies,Retail,to buy a wide variety of cloth to expand her inventory and attract more customers.,PK,Pakistan,Gujrat,PKR,245.0,2014-10-30 12:09:09+00:00,2014-10-23 07:00:00+00:00,2014-12-02 05:58:58+00:00,14.0,13,"#Fabrics, #Supporting Family, #Woman Owned Biz",monthly,2014-10-30,female
1072669,200.0,200.0,Fruits & Vegetables,Food,"to buy seasonal fruit and vegetables, so that she has merchandise that meets her customers' tastes.",SV,El Salvador,,USD,167.0,2016-05-20 15:29:35+00:00,2016-04-25 07:00:00+00:00,2016-05-23 22:39:29+00:00,8.0,8,user_favorite,monthly,2016-05-20,female
851007,75.0,75.0,Home Appliances,Personal Use,To buy a water filter to provide safe drinking water for their family.,KH,Cambodia,Prey Veng,KHR,311.0,2015-03-05 09:40:00+00:00,2015-02-24 08:00:00+00:00,2015-03-11 09:13:33+00:00,9.0,3,volunteer_like,irregular,2015-03-05,female
1198301,300.0,300.0,Services,Services,to buy spare parts for her husband's stitching machine.,PK,Pakistan,Lahore,PKR,247.0,2016-12-05 06:39:42+00:00,2016-11-25 08:00:00+00:00,2017-01-06 05:18:16+00:00,12.0,8,"#Fabrics, #Parent, #Repair Renew Replace",irregular,2016-12-05,female
1119218,250.0,400.0,Personal Products Sales,Retail,"to buy more perfume, body lotion, shampoo, deodorant, make-up, and other products to sell",SV,El Salvador,Sensuntepeque,USD,199.0,2016-07-19 19:08:36+00:00,2016-07-08 07:00:00+00:00,,17.0,10,"#Repeat Borrower, #Woman Owned Biz, #Parent, user_favorite",monthly,2016-07-19,female
762945,200.0,200.0,Agriculture,Agriculture,to buy agricultural chemicals for rice cultivation,PK,Pakistan,Gujrat,PKR,247.0,2014-09-02 09:14:05+00:00,2014-08-28 07:00:00+00:00,2014-09-08 22:40:48+00:00,15.0,7,,monthly,2014-09-02,male
668221,250.0,250.0,Clothing Sales,Clothing,To purchase clothes for retail sales,IN,India,Maynaguri,INR,334.0,2014-02-11 09:23:27+00:00,2014-01-23 08:00:00+00:00,2014-03-03 02:10:51+00:00,43.0,1,,bullet,2014-02-11,female
1283121,325.0,325.0,Primary/secondary school costs,Education,to cover the costs of coaching fees and other education expenses.,IN,India,Khurda,INR,428.0,2017-04-21 06:45:01+00:00,2017-03-30 07:00:00+00:00,2017-04-29 22:11:33+00:00,21.0,13,"#Schooling, user_favorite, #Female Education, #Parent, user_favorite",monthly,2017-04-21,female
757401,650.0,650.0,Pigs,Agriculture,to buy pigs and in this manner grow his business.,SV,El Salvador,,USD,167.0,2014-08-20 16:17:18+00:00,2014-08-13 07:00:00+00:00,2014-09-25 21:34:58+00:00,14.0,26,#Animals,irregular,2014-08-20,male
723577,400.0,400.0,Transportation,Transportation,to maintain his vehicle.,SV,El Salvador,"San Miguel, San Miguel",USD,167.0,2014-06-11 20:05:25+00:00,2014-05-24 07:00:00+00:00,2014-07-17 16:49:18+00:00,14.0,9,"#Schooling, #Parent, #Biz Durable Asset",monthly,2014-06-11,male
679857,725.0,725.0,Farm Supplies,Agriculture,"To buy livestock, animal feed and bran.",SV,El Salvador,,USD,167.0,2014-03-05 19:15:45+00:00,2014-02-14 08:00:00+00:00,2014-03-12 19:19:55+00:00,14.0,19,,monthly,2014-03-05,male
